study_hours,assignments_pending,exam_pressure,academic_performance,sleep_hours,exercise_days_per_week,social_interactions_per_week,screen_time_hours,anxiety_level,financial_stress,family_support,peer_pressure,extracurricular_activities,relationship_issues,stress_score,stress_level
5.9,6,3,3,6.4,3,3,3.3,2,7,5,9,1,0,68.3,2
11.3,11,6,2,7.8,1,6,5.2,3,5,6,3,1,1,88.8,3
3.6,9,4,10,8.5,1,18,1.9,6,6,6,3,2,0,58.3,2
13.6,3,6,6,3.1,5,6,1.4,2,2,6,5,2,2,71.9,2
7.4,9,1,10,9.2,4,2,8.9,4,5,3,10,1,0,66.2,2
4.8,7,10,2,7.0,7,7,9.0,2,7,4,6,1,0,100.0,3
2.9,8,1,10,8.7,1,0,7.9,9,9,3,3,0,0,84.7,3
4.0,6,3,4,8.7,1,0,10.9,3,6,2,1,2,1,72.5,2
8.2,4,8,10,4.3,6,13,1.5,10,10,8,10,0,0,100.0,3
6.0,7,8,9,3.8,5,5,13.2,10,4,7,8,1,2,100.0,3
11.9,3,4,9,8.0,3,9,2.2,6,3,8,1,1,2,41.7,1
7.2,1,6,6,4.1,6,13,9.8,1,9,6,2,2,2,55.9,2
5.0,10,8,4,8.9,6,3,2.7,10,7,7,3,0,0,100.0,3
9.4,14,7,7,8.1,2,5,12.4,3,6,1,6,1,2,100.0,3
10.5,11,7,1,8.9,0,15,7.6,8,7,10,4,0,1,100.0,3
4.0,5,4,4,5.1,2,0,2.1,5,8,5,4,0,2,100.0,3
4.0,8,9,5,5.2,1,5,9.0,8,5,4,9,0,0,100.0,3
2.4,0,10,8,7.7,4,8,1.1,2,3,10,6,0,2,41.8,1
10.8,10,6,2,3.2,0,14,11.1,7,3,3,2,0,0,100.0,3
10.0,9,3,5,8.1,0,11,9.5,9,2,2,7,2,0,100.0,3
7.7,11,5,6,8.9,4,2,3.8,7,8,9,3,2,2,91.3,3
12.1,6,5,5,5.9,0,10,5.9,3,1,8,9,0,1,73.0,2
11.7,9,5,9,8.4,4,14,1.1,7,8,10,6,2,1,66.7,2
9.0,8,8,10,4.2,0,2,10.0,8,3,2,8,1,2,100.0,3
12.4,9,9,1,5.3,6,13,5.2,1,9,6,1,0,0,100.0,3
4.5,8,9,3,9.8,7,1,8.4,3,2,3,2,2,2,96.4,3
3.3,9,6,2,9.9,5,3,13.4,5,10,3,6,2,0,100.0,3
5.2,10,6,3,6.6,5,18,4.9,6,9,5,3,1,0,92.7,3
2.7,12,9,10,9.5,2,11,13.9,3,6,7,1,1,0,76.7,3
8.4,2,4,9,6.7,6,1,9.2,4,1,7,6,1,1,33.3,1
13.2,10,6,9,5.0,0,16,4.1,5,5,10,5,1,1,93.9,3
2.5,12,4,10,4.9,3,2,6.7,3,10,1,9,0,2,100.0,3
3.5,4,1,2,9.5,4,9,10.6,4,9,7,6,2,1,67.6,2
7.4,7,7,3,4.2,6,15,6.8,5,6,7,5,2,0,83.4,3
13.2,7,10,4,7.1,0,8,1.9,2,7,6,1,1,0,100.0,3
5.8,3,6,9,6.9,5,10,3.2,10,4,6,1,2,2,75.4,3
8.1,14,9,3,8.2,5,14,11.3,9,1,2,1,2,0,100.0,3
2.5,14,7,7,6.5,4,2,9.4,10,5,3,7,2,2,100.0,3
3.8,11,7,3,4.9,3,15,8.4,8,2,3,6,1,2,100.0,3
13.8,10,2,7,4.2,0,11,3.2,6,8,3,5,2,0,100.0,3
13.6,10,9,7,7.3,0,4,11.9,10,4,2,4,2,1,100.0,3
2.1,0,10,9,8.0,3,6,13.5,3,1,9,8,2,0,57.8,2
13.4,0,9,2,7.0,3,8,1.5,2,10,6,8,0,0,99.0,3
9.7,14,6,6,8.2,3,17,2.0,7,7,2,5,0,2,100.0,3
12.4,3,3,9,4.0,5,7,12.5,8,2,3,4,2,1,83.1,3
7.5,5,1,2,9.2,4,11,11.6,10,3,10,2,2,2,51.8,1
8.2,7,4,2,7.1,6,19,9.0,1,9,6,7,2,0,74.9,2
7.9,5,3,5,3.9,7,1,13.3,6,9,4,5,2,2,100.0,3
10.0,11,1,10,6.2,3,9,9.4,7,2,7,3,2,2,64.9,2
3.7,8,3,10,8.9,4,18,3.8,9,3,6,9,2,0,64.1,2
2.4,14,4,10,9.3,2,8,10.5,3,9,6,9,0,2,99.8,3
5.7,14,8,8,4.9,0,7,9.4,2,1,3,10,1,0,100.0,3
10.5,8,9,9,8.0,0,0,13.8,5,2,8,8,2,2,100.0,3
4.4,13,3,2,3.7,7,5,3.8,10,2,9,1,2,1,84.7,3
10.1,1,6,5,3.2,7,11,8.8,1,10,6,3,2,0,73.2,2
13.6,9,10,7,6.9,1,18,11.1,6,3,2,2,1,1,100.0,3
3.1,0,5,6,7.9,2,16,5.4,9,10,1,4,2,2,100.0,3
10.1,1,6,6,8.6,6,1,5.9,10,3,3,2,2,1,87.7,3
7.3,4,4,7,5.4,7,10,12.5,9,10,3,8,1,1,100.0,3
12.4,3,10,3,3.0,3,17,6.3,7,2,8,1,2,1,99.0,3
4.1,3,6,3,6.4,3,10,9.1,7,8,5,4,1,2,100.0,3
10.3,8,7,10,3.1,6,17,12.6,8,8,1,5,1,0,100.0,3
12.1,10,9,9,3.6,5,7,3.7,10,8,4,10,2,2,100.0,3
13.3,7,10,8,5.3,2,14,13.8,2,2,7,4,0,2,100.0,3
10.2,5,7,5,6.1,3,8,10.1,6,9,5,8,0,2,100.0,3
8.0,0,6,6,5.0,7,14,7.4,5,7,10,2,2,0,49.0,1
9.4,1,1,10,7.1,1,6,6.6,5,5,6,9,1,2,51.1,1
12.4,5,2,1,3.4,4,19,13.4,3,7,10,2,1,2,88.9,3
8.8,10,1,10,4.0,0,12,3.7,3,8,4,2,1,0,44.7,1
2.4,1,9,1,7.9,2,12,5.1,6,9,2,2,2,0,98.2,3
13.2,14,10,4,4.0,0,0,5.0,10,2,9,10,0,0,100.0,3
10.3,12,10,2,7.5,4,19,4.8,10,6,2,8,1,1,100.0,3
10.1,9,9,7,3.4,2,3,7.1,7,9,2,3,1,0,100.0,3
4.6,4,7,2,5.9,7,3,13.9,1,6,2,10,2,1,100.0,3
9.9,13,2,10,4.2,4,3,12.6,3,2,1,10,0,1,99.5,3
6.7,4,6,2,3.8,3,12,5.3,1,1,3,8,0,2,85.6,3
9.8,5,4,5,7.0,6,1,6.5,10,3,6,7,2,1,93.6,3
3.3,5,1,4,9.5,3,14,9.7,3,5,7,10,0,2,68.3,2
9.9,13,1,8,3.4,7,3,1.2,5,7,1,4,2,1,81.9,3
14.0,5,5,4,6.0,6,5,11.7,9,10,5,7,1,0,100.0,3
2.6,13,2,6,8.0,3,2,12.4,3,10,5,8,2,2,100.0,3
13.7,1,4,5,6.2,4,6,12.1,10,3,1,6,1,1,100.0,3
6.9,13,1,2,8.6,4,5,5.9,10,9,4,6,2,2,100.0,3
12.4,9,4,8,4.3,4,2,7.0,9,10,10,3,1,0,100.0,3
11.4,13,6,2,9.7,0,3,1.2,1,4,1,5,1,1,100.0,3
8.8,12,10,9,5.7,7,9,6.2,6,10,1,10,2,1,100.0,3
10.9,14,4,9,5.4,4,8,7.0,9,2,7,2,1,0,81.6,3
12.5,13,1,3,9.1,3,5,12.8,5,3,7,5,0,1,94.7,3
6.8,2,7,4,6.9,1,19,12.6,10,5,3,5,2,1,100.0,3
5.9,13,2,8,6.6,7,10,13.6,2,3,7,7,0,2,62.8,2
10.0,5,9,9,8.1,4,6,12.5,5,5,3,4,1,1,99.7,3
11.7,12,3,3,7.1,1,17,1.1,1,4,2,6,1,0,70.8,2
11.1,7,8,5,4.1,6,3,9.3,9,10,10,9,1,1,100.0,3
11.6,11,8,8,7.7,3,4,1.9,10,3,4,4,2,2,100.0,3
7.2,12,3,3,3.9,4,3,4.5,10,6,10,6,1,1,100.0,3
11.8,10,4,7,8.6,0,3,8.5,9,8,3,9,0,2,100.0,3
3.4,11,2,8,9.9,0,12,10.1,6,4,7,10,0,1,87.6,3
8.5,0,4,10,5.6,6,15,9.5,9,9,1,1,2,2,79.4,3
2.1,0,9,3,6.1,1,13,1.6,3,6,6,8,0,2,85.2,3
5.9,10,2,2,3.3,5,10,2.3,4,5,2,1,2,1,69.3,2
6.4,12,3,10,3.1,0,1,2.7,6,3,8,4,2,0,71.4,2
6.8,1,4,7,9.4,7,13,2.2,4,5,5,3,1,0,20.6,0
10.3,10,5,9,3.9,0,6,3.3,1,5,3,4,0,1,73.5,2
6.7,14,1,1,6.1,0,10,10.0,7,4,10,7,0,1,97.0,3
7.4,11,7,3,8.7,3,3,11.8,5,6,7,9,0,1,100.0,3
4.9,11,10,5,9.2,0,6,6.3,8,3,2,9,1,1,100.0,3
6.5,5,7,3,6.6,2,15,10.0,9,10,5,10,2,1,100.0,3
4.7,8,9,1,7.0,4,5,3.6,5,1,8,1,0,0,64.0,2
2.9,3,4,7,7.7,6,5,13.7,8,7,1,10,0,2,100.0,3
9.2,2,6,7,9.7,0,1,5.5,1,7,1,1,0,2,76.2,3
10.0,11,2,10,7.2,5,7,12.0,1,4,3,9,0,0,64.7,2
9.4,7,4,8,6.9,7,6,13.3,7,9,3,4,1,0,96.5,3
7.6,10,2,5,3.1,5,13,12.2,6,2,7,3,2,2,75.2,3
6.6,9,10,10,3.6,0,8,1.9,5,1,6,9,0,0,100.0,3
12.4,13,5,5,7.0,0,14,9.5,5,3,7,5,0,1,100.0,3
8.2,8,7,5,9.6,2,17,2.6,9,7,4,6,2,0,100.0,3
7.8,11,1,1,9.1,0,11,1.1,1,9,2,1,1,0,55.2,2
2.3,10,10,10,9.9,0,18,1.7,8,2,2,1,1,0,97.9,3
6.1,4,10,5,6.7,4,12,12.9,2,6,10,7,1,0,74.3,2
6.6,8,7,6,8.5,5,6,12.8,7,3,1,10,1,2,100.0,3
6.8,1,10,1,8.9,2,9,3.9,6,5,9,8,0,2,100.0,3
9.0,2,6,7,7.5,5,9,8.1,10,9,7,8,2,2,100.0,3
8.4,6,6,1,5.4,2,1,13.4,2,3,10,7,2,2,84.4,3
9.3,6,8,2,6.3,5,13,7.5,3,1,3,9,2,1,91.9,3
11.2,5,8,2,9.0,0,12,6.1,4,5,2,1,1,1,95.6,3
11.8,5,6,5,5.1,5,5,7.3,7,1,3,2,1,2,90.1,3
10.6,1,3,10,9.5,5,8,11.3,8,8,7,3,2,2,57.9,2
13.5,9,5,7,4.6,2,12,7.2,2,7,5,5,0,2,100.0,3
2.2,5,2,1,8.2,6,8,11.2,8,2,3,4,1,0,69.8,2
4.3,3,5,10,7.4,1,12,6.6,9,9,9,4,0,1,67.6,2
2.1,11,9,1,8.2,2,4,4.3,7,5,2,8,2,1,100.0,3
9.8,2,10,1,6.1,2,13,5.2,1,7,7,8,1,0,82.6,3
12.8,12,1,6,9.5,2,4,2.0,6,4,10,7,0,0,75.5,3
4.9,10,10,2,7.4,3,8,7.5,8,1,6,1,1,0,92.5,3
13.1,12,5,1,5.0,6,7,2.9,5,8,6,10,2,1,100.0,3
2.7,1,6,6,7.5,3,6,11.6,2,1,7,4,2,0,40.9,1
13.2,0,7,2,5.0,3,7,6.5,5,3,6,1,2,0,70.6,2
6.2,10,9,6,5.1,2,2,10.9,8,6,2,5,0,0,100.0,3
3.2,10,6,10,5.8,1,14,13.4,2,8,5,3,1,2,84.7,3
7.8,4,5,8,9.0,2,7,12.0,1,8,3,3,1,0,59.8,2
5.1,1,7,2,6.5,0,0,13.4,4,2,9,4,1,2,94.1,3
5.4,1,1,9,7.8,1,6,8.4,4,9,8,2,2,1,34.8,1
5.7,6,5,8,5.7,3,18,3.1,9,4,10,7,0,1,73.5,2
11.6,7,2,10,4.8,7,1,13.2,3,4,2,4,2,1,76.2,3
8.5,12,4,1,9.7,5,13,12.3,4,2,1,5,2,2,100.0,3
5.7,9,7,7,7.2,5,17,12.2,3,1,4,2,0,0,67.4,2
9.3,7,5,10,9.5,6,14,10.0,2,10,4,6,2,1,74.8,2
10.6,13,6,6,4.4,7,13,9.1,4,7,10,9,2,0,100.0,3
5.3,3,2,6,4.0,4,18,1.2,8,10,2,8,1,2,100.0,3
7.0,14,3,6,9.0,6,18,10.7,1,3,7,8,0,1,54.8,1
3.5,13,7,6,7.8,1,16,2.2,8,4,3,2,0,0,100.0,3
4.2,0,2,10,4.3,3,18,4.4,8,9,7,4,1,0,51.7,1
10.2,10,6,7,4.9,1,15,8.2,3,6,7,8,0,1,99.7,3
4.2,6,5,3,8.6,1,19,6.9,10,1,1,1,1,0,79.0,3
8.3,0,10,6,6.2,5,18,1.2,10,9,6,8,2,2,100.0,3
10.5,10,1,3,7.7,2,0,11.7,6,9,4,3,0,1,100.0,3
3.3,3,10,7,5.2,0,18,12.4,4,5,8,8,0,1,100.0,3
8.8,7,4,7,5.7,4,6,9.9,1,8,8,6,2,1,60.7,2
5.1,1,2,8,9.9,3,10,8.0,1,7,3,7,2,1,39.9,1
13.6,5,4,2,4.7,1,4,13.5,5,8,4,2,0,2,100.0,3
7.8,12,1,9,6.5,4,16,2.6,8,9,1,1,0,2,83.4,3
11.7,5,2,5,8.9,1,10,10.6,1,2,10,6,0,0,46.4,1
8.6,11,8,9,4.7,7,7,2.7,2,10,2,3,1,2,100.0,3
2.5,8,6,10,5.9,5,9,6.0,7,5,7,4,0,0,69.3,2
9.6,4,2,5,7.3,0,11,8.6,8,8,7,9,0,0,97.4,3
13.4,9,6,7,6.4,5,9,10.6,3,3,9,3,2,1,69.3,2
9.2,3,10,9,6.2,4,12,1.0,8,6,10,2,2,0,69.3,2
11.8,4,9,4,5.5,3,17,4.4,1,6,9,2,1,1,74.1,2
12.6,11,7,2,7.1,1,9,8.0,9,7,9,2,2,0,100.0,3
4.7,11,9,9,7.4,0,18,7.9,2,3,6,6,0,2,84.4,3
4.5,9,5,2,7.6,7,19,9.3,2,8,8,2,0,1,65.9,2
9.3,14,7,3,3.5,5,16,5.0,4,8,9,7,1,0,100.0,3
6.9,10,7,10,7.4,7,19,8.0,10,9,7,7,2,2,100.0,3
12.1,4,3,2,9.7,4,15,3.5,3,8,4,7,2,2,82.4,3
12.8,7,7,3,6.8,5,4,3.4,4,3,4,2,2,1,83.1,3
6.2,9,1,6,8.0,1,2,8.5,6,6,6,7,1,1,85.7,3
4.8,11,9,3,6.9,1,14,9.9,7,9,4,10,2,1,100.0,3
11.4,7,10,10,9.0,7,1,2.6,5,1,7,8,2,0,81.2,3
5.3,1,6,8,9.5,3,12,2.6,2,3,8,8,2,1,27.5,0
11.9,6,5,6,4.3,0,7,8.3,3,2,8,2,0,2,69.9,2
7.1,7,7,7,6.1,2,16,4.5,10,8,8,5,1,2,100.0,3
10.0,10,5,1,5.7,5,3,6.1,3,6,2,6,0,1,97.3,3
3.1,5,10,3,5.8,1,18,6.2,5,10,10,9,1,1,100.0,3
9.5,4,5,3,3.9,4,8,3.3,5,8,2,6,2,2,100.0,3
7.4,10,10,2,8.7,5,14,1.0,4,2,2,10,0,0,100.0,3
9.0,8,7,7,3.3,3,8,12.1,8,6,2,6,2,2,100.0,3
4.0,12,10,9,6.7,3,8,10.3,6,7,4,10,2,2,100.0,3
10.8,2,7,4,7.6,1,13,10.0,6,8,5,10,1,2,100.0,3
12.4,11,3,5,4.5,1,15,8.1,1,9,4,6,2,1,99.7,3
4.6,12,3,3,9.3,7,16,10.1,6,5,5,9,0,0,94.8,3
3.1,12,10,9,8.9,1,12,13.2,3,3,4,10,1,0,100.0,3
2.3,9,3,4,6.3,7,8,9.7,6,2,7,7,1,1,72.6,2
9.7,3,6,5,5.9,6,14,4.4,10,8,10,1,0,2,86.7,3
9.3,8,6,1,4.7,2,6,8.4,6,1,1,1,2,1,100.0,3
8.6,5,3,2,8.1,1,0,6.8,2,10,1,4,2,1,73.0,2
4.8,7,3,9,3.9,5,0,8.2,1,6,2,2,2,0,63.3,2
6.7,6,8,2,7.8,5,4,7.7,3,2,1,3,2,0,76.0,3
9.1,10,8,5,8.9,7,8,12.2,5,3,10,7,2,1,100.0,3
8.0,1,7,8,4.6,6,11,9.5,4,8,10,7,1,1,71.8,2
13.9,2,10,3,9.1,6,5,3.5,7,1,3,3,1,0,88.1,3
3.6,0,4,6,3.2,0,12,1.8,4,6,6,2,0,0,50.0,1
10.3,8,4,4,9.4,4,7,6.5,8,3,10,1,2,2,69.0,2
6.9,12,3,7,3.8,1,14,1.2,7,6,6,9,2,1,98.0,3
7.1,6,5,10,7.5,7,5,5.1,10,3,1,10,2,2,100.0,3
10.6,0,3,3,4.8,5,5,5.8,9,8,6,3,0,2,99.6,3
10.3,2,8,6,8.9,6,3,5.9,1,5,5,9,2,2,76.6,3
13.9,3,7,10,6.6,5,10,13.7,5,4,7,4,1,0,80.4,3
3.5,3,3,9,3.9,5,17,5.0,4,9,6,10,2,2,78.7,3
3.2,4,9,10,7.0,6,2,4.4,6,5,7,6,0,0,86.6,3
10.7,13,5,1,5.9,2,2,2.7,1,4,2,7,1,0,100.0,3
8.9,2,9,3,7.6,6,11,7.6,6,8,1,10,1,0,100.0,3
5.3,2,7,2,9.2,6,5,3.0,1,8,7,6,1,1,52.5,1
3.0,0,7,8,5.9,4,5,9.0,1,8,9,1,2,2,45.9,1
3.0,6,6,7,5.0,7,7,3.0,8,4,2,6,0,0,93.0,3
12.7,10,2,2,3.1,7,14,8.5,2,1,7,6,0,1,76.0,3
4.3,9,9,6,7.0,6,17,11.7,10,2,3,5,2,1,100.0,3
5.9,13,6,3,5.8,3,19,1.6,6,4,6,3,0,1,93.0,3
4.7,0,8,8,5.6,7,15,6.5,6,10,3,10,1,0,100.0,3
6.3,1,1,10,4.3,7,5,7.0,6,2,10,3,1,0,11.5,0
2.8,12,5,3,6.0,7,16,11.3,8,10,5,10,0,0,100.0,3
8.2,3,1,10,9.9,6,8,7.1,4,3,2,7,0,1,36.9,1
2.8,12,10,9,5.1,5,18,8.4,3,9,8,8,2,0,100.0,3
11.6,3,8,1,7.2,1,17,11.3,6,9,8,3,2,2,100.0,3
4.8,4,8,5,8.4,5,4,8.3,4,9,7,3,2,0,81.2,3
8.5,10,1,3,8.2,4,5,5.7,2,7,6,7,2,0,47.4,1
12.6,1,9,6,5.3,3,11,2.1,6,4,1,10,2,2,100.0,3
9.8,3,2,10,7.3,6,10,10.5,10,1,8,7,2,0,49.0,1
8.4,0,9,2,9.1,2,15,12.3,5,3,1,9,1,0,100.0,3
5.9,1,1,9,3.1,0,19,13.6,9,8,8,6,0,0,90.4,3
6.0,0,10,6,6.1,6,16,13.0,6,4,2,7,2,0,95.5,3
10.0,9,9,7,4.6,1,19,11.4,3,10,8,10,1,1,100.0,3
13.9,9,4,5,5.7,0,8,9.4,5,10,10,1,0,0,100.0,3
9.9,12,9,9,5.9,2,0,11.2,10,2,4,7,0,2,100.0,3
8.7,3,7,1,8.2,4,2,6.6,8,8,7,2,0,2,100.0,3
10.8,3,6,5,3.7,4,8,8.7,9,7,5,7,2,1,100.0,3
7.6,6,5,10,6.6,2,18,5.5,8,10,8,3,2,0,78.6,3
2.7,9,9,6,6.9,5,12,5.2,3,9,6,9,2,2,100.0,3
8.7,10,2,7,6.5,2,13,10.8,9,2,5,5,0,1,83.1,3
13.5,10,2,4,8.1,7,19,6.9,3,5,1,7,0,0,80.7,3
4.1,8,9,1,5.7,7,18,3.8,8,6,3,8,1,1,100.0,3
10.3,8,3,8,9.6,6,6,3.6,10,2,10,2,1,0,45.1,1
4.4,4,8,10,6.4,1,3,12.2,9,2,9,1,1,1,75.3,3
8.4,9,9,4,7.0,7,11,9.8,7,10,9,7,1,1,100.0,3
3.2,0,8,3,8.8,3,13,8.1,4,4,5,6,0,2,79.3,3
7.4,0,4,7,4.9,6,1,6.2,10,8,3,6,2,2,99.3,3
11.1,5,1,2,3.5,6,0,6.6,9,5,6,2,2,1,86.9,3
6.2,1,4,8,8.0,6,17,1.7,3,9,5,3,2,0,29.0,0
10.0,7,9,6,6.4,0,19,6.9,3,4,1,4,2,0,94.7,3
11.5,12,2,7,9.3,0,7,11.3,2,3,2,3,1,0,71.3,2
13.1,8,3,5,9.9,4,2,6.0,10,10,5,2,0,0,100.0,3
4.8,12,10,9,5.8,6,5,6.0,3,8,9,3,2,0,89.1,3
6.8,3,8,5,5.9,5,12,1.2,1,1,4,6,0,2,58.1,2
3.8,4,6,5,5.9,7,8,7.0,4,9,9,9,1,1,72.3,2
13.9,10,8,3,5.3,4,8,1.3,8,4,3,4,1,2,100.0,3
13.1,7,7,1,8.5,1,19,8.4,5,9,1,6,2,0,100.0,3
8.5,2,5,2,8.3,2,8,7.6,2,8,6,1,2,1,55.8,2
12.1,4,9,8,6.4,0,14,11.9,3,3,10,6,1,0,86.5,3
8.3,2,4,1,3.3,6,12,8.6,1,3,7,3,1,0,31.9,1
9.5,11,6,7,5.2,1,15,5.2,2,9,4,9,0,1,100.0,3
3.1,9,2,5,5.0,4,1,7.7,1,3,10,4,1,0,34.9,1
11.1,2,2,3,8.7,4,13,10.1,2,4,5,7,0,2,57.6,2
3.5,2,2,7,3.6,0,5,2.2,3,9,4,4,1,2,65.2,2
11.9,12,10,9,8.6,4,1,9.1,1,4,3,6,0,2,100.0,3
11.4,11,7,2,7.7,5,7,12.9,9,3,1,7,1,0,100.0,3
10.5,6,2,8,8.1,4,3,4.9,10,7,6,2,1,2,79.4,3
2.4,14,2,9,6.0,3,13,9.1,5,6,10,10,0,0,80.6,3
5.6,6,9,3,7.8,7,10,11.7,8,1,5,6,0,0,100.0,3
5.2,6,7,2,7.3,2,13,7.7,5,10,1,8,2,2,100.0,3
6.3,9,3,7,8.4,4,11,10.3,8,8,5,6,2,2,100.0,3
3.1,7,3,5,6.1,7,15,5.0,7,1,6,2,1,0,41.8,1
13.2,4,7,5,6.3,7,5,5.0,4,4,10,4,1,0,58.3,2
8.6,4,5,10,7.5,3,19,9.7,7,6,5,1,0,0,67.3,2
5.7,13,10,5,3.8,1,0,10.2,6,6,1,7,1,0,100.0,3
6.8,3,6,4,6.1,4,11,13.2,3,7,5,8,2,2,89.6,3
7.4,6,8,5,9.8,5,6,3.9,9,5,10,10,0,0,100.0,3
9.2,9,9,4,3.3,1,7,7.1,10,5,1,2,1,0,100.0,3
8.2,3,1,6,5.2,7,8,4.3,9,4,3,10,0,0,79.2,3
13.0,14,3,4,5.2,7,1,2.0,5,6,2,5,2,0,100.0,3
8.0,1,7,2,7.4,6,16,6.2,8,7,1,8,2,0,100.0,3
13.9,3,6,9,3.7,4,19,5.9,7,10,4,8,2,1,100.0,3
12.2,12,7,2,7.4,0,12,4.5,9,10,2,5,1,1,100.0,3
4.5,12,8,9,3.7,3,4,4.9,7,1,5,8,1,1,100.0,3
13.2,7,6,10,3.7,3,9,5.7,4,9,10,6,1,2,100.0,3
3.4,8,3,6,8.1,0,11,13.9,4,8,1,5,1,0,83.0,3
11.8,2,2,9,5.3,2,16,11.2,8,7,10,4,1,2,70.0,2
6.6,6,7,9,9.8,7,5,1.9,6,9,1,5,1,0,91.2,3
12.5,13,1,3,3.3,6,2,12.3,9,3,10,4,2,1,100.0,3
12.4,11,3,1,6.1,5,14,9.2,10,10,4,1,2,0,100.0,3
11.7,13,4,1,3.8,3,6,12.6,7,4,7,3,1,2,100.0,3
11.5,8,1,3,5.5,1,5,5.4,7,7,2,8,2,2,100.0,3
5.7,10,5,5,10.0,7,3,7.0,4,6,2,7,0,0,95.6,3
3.0,3,10,3,9.2,5,18,12.7,3,2,1,7,1,2,100.0,3
6.8,9,3,9,3.3,3,4,4.5,8,2,5,3,0,1,84.8,3
4.1,14,2,9,6.9,6,2,12.9,7,10,6,9,1,0,100.0,3
10.3,2,3,3,7.5,2,8,11.8,4,7,6,6,1,1,76.4,3
6.2,4,8,3,4.5,6,5,13.7,4,9,2,8,2,1,100.0,3
13.7,0,6,5,4.0,1,12,5.2,1,9,7,8,0,2,100.0,3
9.7,2,7,2,9.3,6,19,4.1,7,7,6,3,2,0,83.9,3
11.9,14,6,6,9.8,5,3,5.3,1,8,8,4,1,1,79.6,3
3.6,7,6,7,9.9,7,1,13.4,10,10,6,6,0,1,100.0,3
12.3,10,3,9,8.5,1,3,5.3,10,3,9,2,1,0,72.0,2
13.1,7,8,6,7.6,7,7,8.3,4,1,10,7,2,2,80.5,3
7.8,14,7,3,5.4,0,12,6.2,3,7,2,2,1,1,100.0,3
9.3,12,7,5,4.2,4,9,6.2,3,8,7,5,1,0,91.6,3
11.2,3,6,4,3.6,0,17,3.5,1,2,5,4,2,0,60.7,2
4.1,1,5,5,7.9,5,8,8.0,4,9,1,9,1,1,78.4,3
8.0,12,10,8,8.5,4,0,12.0,1,4,3,2,0,1,100.0,3
6.8,7,8,8,8.8,0,12,1.6,8,10,4,7,2,1,100.0,3
3.8,7,5,6,9.4,4,17,12.6,1,9,2,7,1,2,94.2,3
6.4,9,9,1,9.2,3,14,9.7,6,3,7,7,2,2,100.0,3
2.8,3,9,8,10.0,6,1,9.0,7,8,1,1,1,0,95.6,3
2.3,2,1,8,4.7,1,10,9.1,10,2,3,8,2,0,73.5,2
3.6,1,6,2,8.3,4,13,4.9,2,3,9,2,2,1,26.0,0
13.6,8,7,4,7.1,3,14,6.4,4,1,2,5,0,0,95.8,3
8.6,0,3,2,4.8,6,13,11.4,3,5,5,2,2,2,57.6,2
13.6,6,7,4,9.9,6,15,5.0,9,4,4,5,0,0,100.0,3
7.2,4,7,10,9.3,2,14,7.1,7,1,3,7,2,0,86.9,3
5.7,7,2,7,3.9,7,18,1.3,2,10,5,6,2,1,55.3,2
8.1,3,7,9,3.2,0,8,10.5,6,9,6,5,1,1,100.0,3
7.3,6,1,8,7.8,2,4,6.4,9,6,1,4,1,2,89.9,3
3.3,12,5,9,7.2,7,4,7.8,3,6,2,8,1,0,86.4,3
9.7,4,9,8,9.6,7,10,2.5,6,2,1,8,2,0,86.2,3
4.6,14,7,2,4.6,5,19,13.9,3,7,3,1,2,0,100.0,3
9.4,13,7,7,3.6,3,3,4.9,3,9,8,10,0,1,100.0,3
9.8,4,2,2,4.8,2,19,9.3,4,6,8,2,0,2,67.5,2
3.8,13,8,2,3.1,2,17,8.6,9,8,4,3,0,0,100.0,3
2.7,8,3,4,3.3,7,2,11.2,8,5,6,1,1,0,94.7,3
11.4,8,8,1,9.4,6,3,4.8,1,2,9,3,1,0,63.7,2
7.5,12,3,5,5.5,3,13,10.8,1,4,7,10,0,0,81.2,3
2.7,8,10,6,5.9,6,6,6.0,7,1,2,8,2,2,100.0,3
13.9,11,7,9,3.1,1,7,6.3,3,1,2,4,1,2,100.0,3
2.7,5,2,10,4.9,4,15,9.7,7,6,3,7,1,2,82.9,3
10.3,5,4,8,8.6,5,19,11.2,9,2,8,7,0,1,67.4,2
13.8,4,6,2,7.3,5,14,9.7,3,6,10,5,1,0,77.7,3
4.9,8,9,1,8.3,0,6,12.7,3,1,9,1,0,0,89.7,3
3.7,9,5,2,6.1,6,16,4.7,2,10,3,10,1,0,89.8,3
3.5,7,9,7,5.2,4,11,12.7,10,3,9,4,2,0,100.0,3
5.6,6,5,4,6.4,7,17,2.7,1,9,10,7,2,2,53.7,1
3.2,6,10,10,5.3,0,13,9.6,9,2,8,5,1,1,98.7,3
10.3,5,8,5,8.9,5,14,8.1,6,8,5,2,0,1,100.0,3
2.7,4,1,7,5.1,4,14,7.4,6,6,10,8,1,0,46.9,1
8.1,12,7,3,7.6,2,4,5.0,8,6,3,2,0,2,100.0,3
14.0,3,4,10,4.0,1,15,7.5,5,7,7,8,1,1,81.4,3
11.8,2,5,2,7.8,7,4,3.1,9,5,9,2,2,1,69.6,2
9.4,2,6,7,9.4,2,1,5.8,5,4,6,5,2,0,71.0,2
5.7,5,5,5,7.3,1,19,2.3,2,6,3,4,1,1,55.1,2
9.5,14,1,1,6.9,7,8,8.4,6,8,5,1,1,0,82.0,3
